Review,Status
"
            Не понравился Биг Тейсти. Вкус мяса не тот. Много соуса. Бррррр! А вот кофе очень вкусный!                    ",0
"
            Бывает в выходные заказываем пиццу в разных пиццериях, но после одной оказии, стали заказывать только в папа джонс. А именно после того как заказали кальзоне (мясной) и пиццу, а привезли нам пиццу и кальзоне вегетарианский. Я просто так написал в...                            читать
                    полностью
",1
"
            Фаст Фуд форево! Классика. Дешево и вкусно. Не ходите часто, а то животики будут болеть! Вот, что вы пишите. И это правда! Абсолютно все верно! Респект картошки по-деревенски и двойному чизбургеру! Так же, пользуясь случаем, хочу передать привет Биг...                            читать
                    полностью
",1
"
            Заказал пиццу в 11.00, ждал до 13.00. И позвонила девушка Екатерина, начала мямлить типа я неправильно заявку отправил и т. д. Короче, забыли они про меня и предлагают привести пиццу через 30 минут. Я соглашаюсь, и в итоге пиццу привозят через 1.30 и...                            читать
                    полностью
",0
"
            Отлично покормили. Шикарнейший борщик. Вкуснее них только моя жена готовит. Смалец сало и презенты от шефа просто бомба. Спасибо большое, ещё обязательно вернёмся.                    ",1
"
            Заказ 9446. Заказал 2 пиццы, должны были по акции привезти 3ю. Однако, курьер привёз только 2 коробки с едва ли тёплой пиццей. Мой коллега, жаловался на то, что при попытке её укусить - у него заболел зуб. При желании разобраться в ситуации - глухой...                            читать
                    полностью
",0
"
            Обычно домой берем большую пиццу одну, ну и я про себя любимую не забываю, мне очень нравятся тут суши. Спайс сяке и спайс эби – это мои любимые. И курьеры вроде бы шустрые, привозят через час, может чуть больше. Как раз когда аппетит наиграем после...                            читать
                    полностью
",1
" Добрый день. Хочу оставить отзыв о заведении Якитория, находящееся по адресу Москва, Зеленый просп., 54А. 18. 09. 2021 я с родителями решили посетить данное заведение, время посещения примерно было 15:30. После поднятия на этаж, на котором...  читать  полностью ",0
"
            Выбирали заведение для проведения небольшого мероприятия и почему-то остановились именно на Шишас Бар. В итоге, нас крайне разочаровала степень подготовленности персонала (наша официантка даже не знала меню) + она очень долго нас обслуживала. Грязные...                            читать
                    полностью
",0
"
            Молочные коктейли не впечатляют. Практически не размешаны и даже вкус не чувствуется.                    ",0
"
            Я очень люблю итальянскую кухню и обожаю есть пиццу. В Москве очень много заведений, в которых можно отведать мое любимое блюдо. Но не все рестораны умеют ее хорошо готовить мое любимое блюдо. Каждая пиццерия готовит как-то по-своему. Но больше всего...                            читать
                    полностью
",1
"
            Воскресенье в Shishas Lounge Bar попали на день кальяна. Были акции, кальяны особенно тщательно готовили. Всем любителям покурить советую обратить внимание.                    ",1
"
            Кухня как всегда, хороша, обожаю их крылышки!

И в который раз убеждаюсь, что здесь лучше, чем в Маке. И дешевле!

Персонал очень приветливый, девушка на кассе просто обворожительно улыбалась; D

Всем поклонникам этой сети, советую;)                    ",1
"
            Не спорю против ранее написанных отзывов! Но в КФС на белорусской частенько крылышки бывают давленые и с кровоподтеками, кусковое мясо отсутствует, бедер нет, кофе недоливают повсеместно, об акциях никто не напоминает категорически (как заговор)....                            читать
                    полностью
",0
"
            Взяли с другом кофе. Весь вечер потом, оба мучились с последствиями на желудке - раз. Просил без сиропа — сделали с сиропом - два. Печальный опыт. Пока лучший кофе для меня в Кафе Френдс.                    ",0
"
            Из всего разнообразия мяса я отдаю особое предпочтение мясу птицы, особенно курочке. Куриное мясо лучше всего сочетается, на мой взгляд, с разнообразными соусами и приправами.
Поэтому абсолютно неудивительно, что из всего многообразия фастфудов KFC...                            читать
                    полностью
",1
"
            Обожаю японскую кухню, в чем мне всегда помогает этот ресторан. Очень чистое, уютное место. Приятный, доброжелательный персонал. Всегда помогут в выборе, посоветуют, не оставят голодными. Единственный минус - подъезд к нему и всегда нет мест на...                            читать
                    полностью
",1
"
            Пришли под закрытие 30.09.2013 г., заказали несколько суш и по коктелю, заказ сразу оплатили с хорошими чаевыми. После чего подошла девушка и попросила как можно быстрей освободить помещение. Девушка Олеся оказалась администратором. Пригласила охрану...                            читать
                    полностью
",0
"
            На мой взгляд ресторан отличается от Макдональдса, причём в худшую сторону. В КФС мне всё очень не понравилось - обслуживание плохое, интерьер совсем скучный, гигиена тоже хромает, еда вообще как картонная. В ОБЩЕМ ЕДИНСТВЕННЫЙ ПЛЮС - ЭТО ЦЕНЫ.                    ",0
"
            Ну, вот скажите, пожалуйста: как из этого можно выбирать??? Мучение!                    ",1
"
            Гляссе и вообще все, что связанно с мороженым можно купить не раньше 11 утра. Часто очереди. По утрам открыта одна-две кассы.                    ",0
"
            За адекватные деньги из Империи Пиццы привозят нормальную еду. Ассортимент богатый, но главное это вкусовые качества, конечно. На ингредиентах не экономят, всего хватает.                    ",1
"
            Вчера заказали в Доминос пиццу, привезли с опозданием чуть ли не на час, поэтому на чеке попросили курьера оставить подпись, так как при этом в следующий раз будет вторая пицца в подарок. На следующее утро мы сделали снова заказ пиццы. Была заказана...                            читать
                    полностью
",0
"
            Спасибо, заказ получил. В размер 100 % попадание. Перчатки очень тёплые, не ожидал. Люблю за хорошее, качественное и дорогое снаряжение.                    ",1
"
            Только вкусная пицца тут. Больше ничего не заказывала никогда, а вот пицца именно такая, как я люблю. Выгодные предложения комбо, действительно выгодные. Жульетта и Домашняя, мои фавориты.                    ",1
"
            Большая просьба натаскать официантов в умении культурно выражать свои мысли. 
Сцена №1
Официант: ""Как супчик? Как роллы?""
Я: ""Спасибо, как всегда превосходно! Уже столько лет суп не меняется в качестве"".
Последнее предложение я говорила уже спине...                            читать
                    полностью
",0
"
            Заказывали сет и 4 пиццы (жульетту, двухслойную, барбекю, гавайскую) было очень вкусно. Еда тут свежая, может поэтому так все аппетитно. Только привезли пиццу, буквально тридцать минут прошло и уже ничего не было на тарелках. Прям рекорд по поеданию...                            читать
                    полностью
",1
"
            Два предыдущих посещения Тануки оставили о себе неплохие воспоминания: суши ничего особенного, но и не плохи, обслуживание на уровне, интерьер очень симпатичный. В последний раз суши были по вкусу слегка заветренные, а по приходу домой начались...                            читать
                    полностью
",0
"
            Первый раз попробовала суши именно в Якитории! Единственный минус - это навязчивый персонал, как-то меня напугал полуяпонец на входе с саблей. Стал предлагать столики, лично я сама предпочитаю выбрать место, а тут буквально навязывают стол. Официант...                            читать
                    полностью
",1
" Обещали караоке с 18 часов, в итоге диджея ждали до 22:30, несмотря на отдельный зал и заранее оплаченный депозит. Девичник испорчен, качество обслуживания на нуле, невеста скучает. Спасибо, что умеете так испортить вечер. Не советую.  ",0
"
            Отравился в KFC на Ярославское шоссе, 114. Покупал Боксмастер и стрипсы. Через четыре часа диарея, рвота, озноб. температура 38.3. Надеюсь выживу). Больше ничего не ел и по ощущениям понял, что было странное мясо в боксмастере, но уже проглотил и...                            читать
                    полностью
",0
"
            Часто заходим сюда перекусить вкусностями, хоть и калорий в них немеряно. Но как пройти мимо, когда такие ароматы. Особенно тянет сюда, когда гуляем по городу просто так, нагуливаешь аппетит, и в KFC! Очень нравится здесь, вкусно, быстро, и посидеть...                            читать
                    полностью
",1
"
            Прекрасно провели выходные с подругой, не жаль потраченного времени. По деньгам вполне бюджетно, почти не заметили. Рекомендую.                    ",1
"
            Ужас! Жуткое отравление! Вчера заказали две пиццы. В подарок при заказе от 1000 руб, доставили ролл лосось. Съела, с имбирем и соусом, как обычно. Всю ночь от туалета не могла отойти. На след день еле оклемалась.                    ",0
"
            Побывала в разных заведениях города, но Шишас на их фоне очень позитивно выделяется. И качество обслуживания, и атмосфера, напитки, блюда - все на высшем уровне. Кто не в теме, идите.                    ",1
"
            С друзьями частенько бываем вечером в данном заведении. Кухня отличная, особенно паста  и огромнейший выбор коктейлей! Персонал очень дружелюбный и вежливый!) Хороший кальян!) В будни бывает куча выгодных акций! Советую!                    ",1
"
            В Маке я не был ровно 10 лет. И ожидал чего-то интересного и оригинального, а получил подобие C'sJr. Гамбургер гораздо меньше, а по вкусу практически ничем не отличается. К тому же всем извстная песенка «Две мясных котлеты гриль, специальный соус,...                            читать
                    полностью
",1
"
            Уютно и маленькие очереди, а в хорошую погоду можно мило посидеть на улице.                    ",1
"
            Хотя, что ни говори, а поесть вкусно. Но, скорее всего, из-за химических усилителей вкуса, которые так и говорят - съешь меня, съешь! А ты идешь и ешь. Но в наше время вокруг столько всякой дряни, что раз в месяц, в принципе, можно и покушать...                            читать
                    полностью
",1
"
            Кто не был в макдоналдс, тот не в теме. Это ресторан быстрой еды, где можно покушать в любое время суток! Еда калорийная, но если нет времени где-то присесть и пообедать, или позавтракать - надо идти туда. Хит сезона - бигтейсти, вкусно, недорого,...                            читать
                    полностью
",1
" После завтрака в ""Граблях"" на Семеновской у меня случился пищевой грипп. Уже 2 дня диарея, которая до сих пор не проходит и была температура 38.8. Теперь после этого заведения лечусь уже вторые сутки антибиотиками от пищевых отравлений и...  читать  полностью ",0
"
            Двойной чиз, большая картошка фри, детская газировка, опционально можно взять макфлури. Вкусно!                    ",1
"
            Унаги неплохие суши, спайси унаги в меру острые, кани – объедение. Жаль нет сетов на суши, только на роллы. Но в довесок к сету с роллами штучки 3-5 суши обязательно заказываю.                    ",1
"
            Захотелось зайти в этот КФС - передумайте! Обслуживание может быть и быстрое, но если берете еду с собой -проверяйте заказ прямо там! Я попала в ситуацию, просто кошмар - заказала баскеты - в каждый не доложили по пакету картошки, а 8 стрипсов...                            читать
                    полностью
",0
"
            Не берите апельсиновый сок, очень разбавленный, как будто налили воды со вкусом апельсина.                    ",0
"
            Обычный фастфуд и совершенно не вкусный и я думаю, что и сильно вредный. Была там пару раз и так не привыкла к нему. Больше туда не ходок. Если мне сильно захочется фастфуда, я лучше в Макдональдс забегу.                    ",0
"
            Самый хороший ресторанчик, в котором можно посидеть и похавать бутеры. Все очень вкусно, особенно картошечка и бутеры. Очень вкусное мороженное и нагетсы. Всегда балую себя ими!                    ",1
"
            Странная кассирша, которая смеется как вмазанная, и все время хочет взять у вас автограф, если вы расплачивайтесь карточкой.                    ",1
"
            Одно из моих самых любимых кафе. Очень вкусные роллы. Размер их меня до сих пор поражает) божественная Филадельфия - всем пробовать. Интерьер очень расслабляет, приятная музыка. Очень вкусные чаи. И конечно же, чай комплимент - в подарок от заведения...                            читать
                    полностью
",1
"
            Была в Шоколаднице с подругой буквально пару дней назад. Все было красиво, но не очень повезло с официанткой в том смысле, что пришлось долго ждать, плюс не принесли перец и соль и немного игнорили, долго ждали латте, т. к. бармен был сильно...                            читать
                    полностью
",1
"
            Я, так сказать, не дикий клиент ""Шоколадницы"", предпочитаю, пищу посытнее, но несколько раз бывала. Вероятно, были не мои дни, но куски тортов не очень свежие, мороженное - вкусное, кофе -нормальный.
Радуют салфетки, посуда, качество обслуживания,...                            читать
                    полностью
",0
"
            Ну у Макдональдса практически нет конкуренции, кроме недавно появившегося Бургер Кинга и с успехом размножающегося))). Всегда длиннющие очереди. Быстро, сытно, вкусно. Разнообразное меню, постоянно какие-то новшества. Для сумасшедшего ритма города...                            читать
                    полностью
",1
"
            Профсоюзка. Ашан. Очень вкусный ""Цезарь"" (и в достаточно дорогих пробовала), вкуснейшее пряное какао, вкусные, но маленькие сырники, понравилось.                    ",1
"
            В любом районе, возле всех станций метро - быстро и вкусно можно перекусить в Макдональдс. Всегда можно развлечь себя стоя в кассе и наблюдая за сотрудниками, которые похожи на муравейник - на самом деле думаю это очень тяжелая работа. А картофель...                            читать
                    полностью
",1
"
            И культурно с улыбкой спрашивают, и салфетку влажную дают, и диваны удобные, и реально персонал почти весь русский! 5+ вообщем.                    ",1
"
            Пицца гриль с говядиной неожиданно приятная на вкус. И тесто тонкое, но вкусное и мягкое. Хочу еще попробовать воки, всегда смотрю на них с интересом, но еще ни разу не решилась заказать.                    ",1
"
            Готовят голыми руками, оставляя волос на ролле - приятного аппетита! 
Решила заскочить и ""быстренько"" взять еду с собой.
Узнав, что будет готовиться 10 минут, решила спуститься вниз в продуктовый. Купила продукты, вернулась, ждала еще минут 10-15....                            читать
                    полностью
",0
"
            Место обретения разномастной неформальной тусовки, отчего куча народу по вечерам, особенно пьяного, особенно молодежи. Все из-за близости к различным школам. Вай-фая не вижу.                    ",0
"
            Первый раз попробовала пиццу год назад, потом подзабыла про эту доставку. А вчера был повод заказать чего-то вкусненького и я вспомнила вкус вашей империи, позвонила заказала две большие и снова очень вкусно. Не испортилась доставка, как и раньше все...                            читать
                    полностью
",1
"
            Люблю заказывать куриные крылья с соусом. Очень вкусно. Захожу, когда надо быстро покушать, выпить молочного коктейльчика. Не нравятся лишь большие очереди, а так место хорошее!                    ",1
"
            До сих пор вспоминаю как в детстве только туда и стремилась, там действительно вкусно, но на данный момент разум говорит, что не особо полезно. Чтоб перекусить Макдональдс самое популярное место и каждый слышал фразу ""свободная касса"" хоть раз. В...                            читать
                    полностью
",1
"
            Ночные смены это засада, иногда еле живой домой возвращаюсь. Естественно готовить лень. Мне бы в душ, поесть и спать завалиться. Зачастую в холодильнике пусто, приходится заказывать еду на дом. Вкусно готовят пиццы в империи, когда это понял, только...                            читать
                    полностью
",1
"
            24.01.2015 г. посетили с подругой ресторан Тануки на Варшавском шоссе, д. 86. Сделали заказ, настроение БЫЛО отличное. Ничего не предвещало беды. Заказ несли долго, принесли все холодное, то, что должно быть горячим, роллы это вообще отдельная тема!...                            читать
                    полностью
",0
"
            Сладкая жизнь - для меня! Люблю вкусненьким себя побаловать и Шоколадница в этом мне помогает. Всегда широкий ассортимент вкусностей, прекрасное обслуживание и шикарное настроение на весь день мне обеспечено!                    ",1
"
            Не могу не оставить лестный отзыв о кофейне! Самый вкусный Глинтвейн! Не сильно горячий, разумное количество корицы, красивые кусочки фруктов плавают. Не напиток, а сплошное наслаждение! Интерьер тоже уютный, удобный. Приятно сидеть за столиком рядом...                            читать
                    полностью
",1
"
            В июне смотрели у вас футбол Россия-Мексика. И пусть футбол абсолютно не порадовал, зато в целом посидели хорошо! )) Теперь знаем, куда можно качественно сходить и без футбола!                    ",1
"
            С голоду можно перекусить по быстренькому. Тихая музыка и немного народу!                    ",1
"
            Шишас – это, прежде всего, атмосфера. На втором месте отличный выбор алкогольных напитков, есть чем вкусно и калорийно их закусить, позитивные официанты и посетители, благодаря входной политике сюда не добирается. Если вас увлекают спец.предложения и...                            читать
                    полностью
",1
"
            За небольшие деньги качественная пища (когда то сам работал, так, что знаю:))), достойный интерьер, wi-fi, вежливый персонал.                    ",1
"
            Чтобы тебе дали мерный стакан, надо самому подойти в бар. ладно. но при этом надо выслушать хамство и препирательства бармена (бариста)! О, чудо, после перепалки вам швырнут мерный стаканчик! И тут второе чудо - из заявленных 30 мл эспрессо в чашечке...                            читать
                    полностью
",0
"
            Так бывает, что давно открывшиеся заведения, через некоторое время снижают планку. Необычно то, то пока эта сеть еще держится и кормит вкусными блинчиками с маком, варит недурно кофе, заварки в зеленом чае много, как дома, обслуживание любезное и...                            читать
                    полностью
",1
"
            Неторопливый такой макдак, с медленной музыкой и большими окнами, из которых открывается потрясающий вид на непрерывный галдёж на улице!                    ",1
"
            Бигтейсти с беконом - очень вкусно. Хрустящий горячий пирожок с вишней (и крахмалом наверное) - почему-то тоже вкусно. Картошка по-домашнему с сырным соусом - ум отъесть. 
Но не выносите еду за пределы мака, иначе она потеряет свой вкус и...                            читать
                    полностью
",1
"
            А что kfc такая нищая контора, что не может предоставлять маску? Вход в kfc! Противно даже заходить! Позор сети. Валите из России. Генеральный директор у тебя есть?                    ",0
"
            31 мая сделал заказ в 5 17. Компания позиционирует себя как круглосуточная - поэтому и был оформлен заказ на 2930 р. После полной оплаты заказа не пришла смс с подтверждением. После звонка выясняется, что у круглосуточной Империи пиццы тех. перерыв с...                            читать
                    полностью
",0
"
            Все ледяное, Ролл Цезарь весь разваленный, бинтейсти с испорченной котлетой и заплатили 1000 рублей! Свиньи одним словом, отправлю жалобу и фото в Роспотребнадзор.                    ",0
"
            Ну, что можно сказать про этот Макдональдс. Наверное, каждый в своей жизни побывал в Макдональдс, на Новослободской он не очень большой, но уютный. Рядом торговый центр. Действительно, был одним из первых, что построились в Москве в 90е.)) Вредно,...                            читать
                    полностью
",1
"
            Решил попить кофе, который с собой за 119 руб. Напиток забавный, от кофе только цвет. Не буду утверждать, но, по-моему, готовится из уже раз использованного кофейного жмыха, иначе не могу объяснить такой вкус и полное отсутствие запаха, хоть...                            читать
                    полностью
",0
"
            В кафе приятная обстановка, бесплатный WiFi. Моим внучкам очень понравились блинчики со сладкой начинкой и ароматный чай. Поели, попили, повисели в соц сетях. Кофе также был неплох.                    ",1
"
            В Хеппи все прекрасно, но есть то, что вы не найдете больше НИГДЕ. Это 2, 3 и наконец, 4 коктейля по цене 1! Вот где настоящая демократия, друзья!                    ",1
"
            Я работала в Макдональдсе, мне постоянно делали замечания, хотя мой труд ничем не отличался, просто ко мне придирались.                    ",0
"
            Да, это бомжатник, там даже готовят без перчаток, купил itwister, на следуший день была рвота, тошнота, температура, кфс находится на Ярославском шоссе, около дома 114.                    ",0
"
            Вчера вечером ходили с мужем в МАК, работали все четыре кассы, но очередь стояла очень длинная и очень долго - три заказа минут 15 собирали, если не дольше. Сотрудники были, как снулые мухи, еле двигались, один человек с ребенком три раза попросил и...                            читать
                    полностью
",0
"
            Для нас жителей глубинки приезжающих в столицу на медведях поход в Мак - это ритуал))) Я так вообще носитель сакрального знания, мой брат в далеком 20-м веке стоял в той самой очереди В тот самый первый макдоналдс. Ну как не сходить) ))
Кухня -...                            читать
                    полностью
",1
"
            Уже просто бесит это и надоело, сколько я туда денег просто так отдала, за то что мне не доложили и креветки и соусы и булки эти. Не внимательность зашкаливает. Раньше жила в другом месте там в другом Макдональдс такого не было, здесь это система -...                            читать
                    полностью
",1
"
            На днях заходили с друзьями перекусить. Знакомые хвалили, что ресторанчик приличный и цены не кусаются. И оказались правы. Сытно и вкусно поели, и отдали не много, примерно, по 250 р. с человека. Персонал тоже порадовал, были приветливые и вежливые,...                            читать
                    полностью
",1
"
            Вчера заказывал ночью в империя пицца суши, суши с осьминогом, один только вид напугал, есть не стал, позвонил в контору, говорят на суши срок годности 4 часа, если не успел съесть то все, испортится, так мне прокомментировали мое замечание, поменять...                            читать
                    полностью
",0
"
            Это отвратительно, я в шоке! Съев большую часть роллов из сета вип просидела на унитазе с сильным расстройством, и все же рискнула доесть остаток и пожалела. Я так и не поняла, что порезало мою десну то ли рыбная кость, то ли накипь от используемой...                            читать
                    полностью
",0
"
            Ходили туда с другом. Понравилось все. Начиная от сервировки столов, до идеальной чистоты в зале. Очень понравилось блюдо из и кальмаров на гриле с овощами под соусом. Ассорти из роже тоже было великолепно! Спасибо.                    ",1
"
            Во вторник т. е. 19 ноября 2013 года в районе 18-00, к сожалению, номера чека не помню. После работы заехала в ваш Макдоналдс по улице Милашенкова около ТЦ Матрица. Сделала покупку 1 Биг Маг и картошку-фри с сырным соусом, что в последствии чего...                            читать
                    полностью
",0
" Много семейных пар с детьми. Очень чисто, уютно. Официанты работают быстро. Весьма вкусной оказалась солянка! А уж про пиццу и говорить нечего - 5 баллов! Остались довольны! Спасибо!  ",1
"
            Фаст-фуд с мясом, а не котлетами, и я за это я его люблю. Два вида специй к мясу - секретные травы и острые. Они и те, и те острые, но вторые - реально прожигают насквозь. В основном беру стрипсы - филе в панировке, иногда в компании картошки фри -...                            читать
                    полностью
",1
"
            Каждый раз, когда заказываю пиццу рада, что есть круглосуточная доставка, очень кстати бывает. Иногда еду домой и понимаю, что я голодна как зверь, а дома пусто. Вот так и получается, что по пути уже пиццу заказываю и приезжаю с небольшим...                            читать
                    полностью
",1
"
            Мне показалось, как-то вкусно. Возможно, тогда голодная была. Но фаст фуд он и есть фаст фуд.                    ",1
"
            Свадьба была в декабре в ресторане Корчма по адресу: м. Цветной б-р,
ул. Садовая-Самотечная, 13. Все хорошее закончилось, не успев начаться!
Организацию празднования свадебного банкета мы конечно же оговаривали с администрацией данного заведения...                            читать
                    полностью
",0
"
            Обожаю это кафе. Если хочешь сытно перекусить и по хорошей цене-то, это очень даже хорошее место для этого. Очень люблю стрипсы. Вежливый персонал. Одним словом хорошее место.                    ",1
"
            Я так же поддерживаю некоторые отзывы о том, что раньше роллы были на много вкуснее. Мы с мужем всегда брали горячие роллы. Теперь эти роллы жарят как будто в пережаренном масле, очень жирные. Да и цена весьма не маленькая, по сравнению с другими....                            читать
                    полностью
",0
"
            И так хочу рассказать об отравлениях, которые со мной произошли, именно, после посещения ресторана.
1) Макдональдс в Люберцах (Московская область). Зима. Заехали в макавто с товарищем. Оба купили бигтести и кока колу. Через 20 минут мы оба по...                            читать
                    полностью
",0
"
            Карбонара очень достойная для сетевого заведения, обслужили быстро, wi-fi бесплатный с хорошей скоростью.                    ",1
"
            Соус ""с дымком"" в Биг Тейсти полнейший развод! В обычный майонез добавили кофе.                    ",0
"
            Принесли сырые и холодные роллы.                    ",0
"
            Отличный японский ресторанчик, можно вкусно покушать и хорошо провести время с друзьями!) ))                    ",1
"
            Хороший ресторан, порядок был везде. Кассираы приветливы, менеджер дал пояснения по всем нашим вопросам. Придем к вам снова. Бауманская.                    ",1
"
            В этом КФС мне нравится зал, где удобно встречаться по делу и без дела, уютно. Качество и выбор блюд стандартный для сети, поэтому знаешь чего ожидать и гарантировано не разочаруешься. Дочь с подругами тоже выбирают чаще всего КФС из-за соотношения...                            читать
                    полностью
",1
"
            Очень веселые ребята в Макавто: коллеге, принимающему заказы на улице, они кричат из окна «Эй, бомж, иди отсюда».                    ",0
